,sentiment,content
604,1,ahhrjay useless tweet lol jk yay coming tmr long u gnna phils
605,0,cable signal messed up missing ghostwhisperer news hurt toe cold like hot weather
606,0,one go see tiesto
607,1,talking best mate boyfriend msn
608,0,torn get extended warranty iphone mine run out jailbreak already got problem battery amp earpiece
609,1,present project
610,1,lunch watching hole bbc
611,0,sassyback right karla best movie made
612,0,favorite curling iron broke
613,1,septemberblues thanks hun great
614,0,emo zaboo ok hurt abit thought good job rude people could understand x
615,0,davidaldrich wx look like ohio tornado hit
616,0,im slowly losing follower one one
617,0,um think text msg quot subject line quot fail
618,0,cry hard
619,1,poor baby s got first booboo caused lol http twitpic com vt
620,0,bored work
621,0,listening music feeling kind
622,0,bummed out i even one testimonial flickr
623,1,think well time weekend
624,1,oceancity thank you blast
625,1,d group saturday s little bit football hour nap hour soccer basketball tsu yogurtland life s good
626,0,andreshenriquez thanks ff shoutout you stuck extra e username tho link work
627,1,kelseyrose wish going too still coming nicoles preprom nicolesx can t wait preprom
628,0,cleaned four bathroom afternoon yes go ahead feel sorry me lol mine still waiting attention
629,1,flattycharn know imux referring me who ah but miss
630,1,darrylep busy yes but always am hope great time traveling go welcome back
631,1,woke up annnnd realised missed un uber sunny day score
632,0,boy girl lie awww santa real either
633,0,apple fail set new british mac dashboard weather widget london canada uk one hard tell too
634,1,iamchrisc haha cute p thanks reply made day haha
635,0,jennytalia shut face mean me pedro supposed mean one
636,1,michaelni ooh love sweet potato fry definitely go
637,0,screwed sat u
638,0,kimmycakezz yes ma am u pretty smile also eat chipotle me
639,0,shanesakata hi shane link seem work
640,0,looking forward driving storm
641,0,strange day forget
642,0,omg sore shoulder
643,0,paulshadwell thanks trying done good can t fathom take apple store sigh
644,0,liddesigns oh no sorry hear abt firefox crashing you
645,0,hate young
646,0,fell sidewalk harvard square stupid cobblestone hand hurt
647,0,happy grey s day everyone oh miss grey s
648,1,ncarcadio congrats new mac book air
649,1,ivoryvalentine seen quot the fifth element quot make quot super green quot lot funnier
650,0,mitchelmusso im sad cant go make sad
651,0,officially booked seattle cfine ebotkin going best birthday weekend ever bradlawrence you made sad
652,0,orw nooooooo want go back newcastle
653,1,lol thx whit
654,1,got back grandparent suprise th anniversary party it sooooo much fun
655,1,apparently starwarsday
656,0,writing boring part paper hmm sun shining feel like working this however
657,1,rowansong fantastic
658,1,selling artwork risk game boy startrek needed good day
659,0,keithjoforever angry keith whats up
660,1,ouutside city talkin trey trey misssed
661,0,charviray charlene love miss
662,1,nina s high hanging ninah taylor day theyre awesome getting go home tomorrow see mom nina s low nada
663,1,walkaboutgroup fun guy day behind
664,1,talkdonboy lol well qlad u enjoyed yur ramen noodle fried chicken im tired
665,1,outz wif big big big happy family mommy s day meal happy mommy day mommy there
666,1,hottvampchick excellent never know lmao
667,0,cassieebee aint ur ff list im hurt
668,0,freesat s coverage sky dish really really bad moment block place really annoying
669,1,time school y all happy starwars day
670,1,exhausted tee knocking out nighty night tweety bird
671,0,candymaize ok i kinda feeling ignored anyway sunday arvo pm going lunch amp wine
672,0,jpadamson wait red could age know mean though really looking new job
673,0,tired
674,1,solkana want see quot too fast transport second quot
675,0,frustrated copying gig across usb stupid old server
676,0,fridayyyyy working
677,1,manbag awww love charlies enjoying lucky food lol
678,1,fun nite i pleasantly surprised
679,1,charliecurve wait cool sliding door that s oxymoron
680,1,may th today round weekend one session happy th y all fintster
681,0,fucking hate goodbye
682,0,havin stupid stomach pain amp again today outing sph frenz amp stomach nvr fails dissappoint me haiz
683,0,rained ever day miami since here
684,0,stomach effing hurt sadly there ll gym class afternoon
685,0,miss baby
686,1,missshannababy yay u get see ddub men always keep happy amp motivated
687,1,live long prosper
688,1,th street amazing weekend wedding fantastic im really really tired work long eventful weekend
689,0,knew listening miley cyrus morning bad idea
690,1,whohoo erin got accepted ottawa u nursing school algonquin pembroke campus may get girl back
691,0,amychiu fuck blink weezer one totally forgot
692,0,mlpband heart broke little little mean lot
693,1,hitechhall love site hoot really enjoy hair cut thailand always try time ir right thanks tip
694,1,nick ebru thank link very cool see monday
695,0,outside jo tak nic
696,0,also toy story teaser carmike said would toy story movie theater fail
697,1,enigma omg daon t tell watched twilight enuff know
698,1,sneadles great picture ton money day
699,0,randiellen nofair bk uhura nero left
700,1,farm enjoying cary ann loving company
701,0,aww thats wikid need book myne sooon miss lovely im ned brekkie speak soon dudde xxx
702,1,prolly going jamba juice thirty minute shop awhile hit airport see daddddd
703,0,excitement new follower overnight sadness ad bot
704,0,aaaaaw want live usa
705,0,oops forgot barbecue work today need pack lunch
706,0,alyssa milano hey thought tweet say hi i much write there space little box hehe damn
707,0,room empty
708,0,pntbtrkisses agree dog crazy worth block amp let twitter police know harrassment
709,0,freecitysoul film come camera broken lamesauce
710,1,leoncen it hehehehe u want torrent
711,0,going fold laundry hit sack boring saturday evening
712,1,johncmayer haha humor make happy
713,1,crisis averted phew different note ameec zelenski you guy making proud tear wish could joined
714,0,mana everything ever made since
715,1,exhausted sore sunburnt really happy
716,0,cohenster know awful never fear got load fund drunken catch post exam ja
717,0,killer headache want food here
718,0,tiwurayie geez one time row patience good thing come patience lol wish could sleepover
719,0,spgridview looking prettier pretty sure code ugly
720,1,ready day full presence expecting best
721,1,like old day drinkin old spot
722,1,love charge
723,0,another two hour work ugh go slow im sore
724,0,hulu desktop look nice region
725,0,saying goodbye good trusted friend today goodbye free sky tv best friend anyone could had
726,0,miserably hot a c house broken
727,1,david n wilson c mon like superpower explanation better lol
728,1,walk cornish countryside great british bank hol http bit ly ailun http yfrog com rwwtj
729,1,living life
730,0,joeburkel look like dialed lot payed attention small important detail gameplay still blood tho
731,1,bigeyedfishie amazing best time hope good weekend too
732,1,time low mean fucking much me hope get see june would awesome gaskarth amazing
733,0,friday night fav night week go stupid dog training class
734,0,vzzzbx glad sad me my iphone badoptus
735,1,devyra lol always make happy promise won t lol silly late friend
736,1,albz oh man wanna bay asap thank great day
737,1,ishaka thanks
738,1,margarita momo missed her
739,1,smoking maryjane favorite thing speaking ima name daughter maryjane lakoda lakoda mrijuana latin lt
740,1,whoaaitskristi omg soo excited waiting ever since saw th one midnight night before
741,0,happy mother day u mother happy mother day mother miss mom
742,1,sure let mom know fabulous think are almost mother s day
743,0,csuryan surprised fired stuckeycsu announcing whole world body found quot selfish quot
744,1,marismith took endorsed spot twindexx com thanks endorsement danholmesimind
745,0,sad greg pritchard didnt make final britain got talent coz soooo deserved
746,1,ryan stile still funniest man ever got great news great news tonight happy could burst
747,0,think break heart a emo sound meh
748,1,anncurry photo lovely knew talented photographer journalist
749,0,petronella really want shish kebab going settle toast
750,1,infovestment lol true keeping eye arent tech savvy alright thus far
751,1,mandybooklover here nice quiet sunday
752,0,bragging kitten cuteness cat never came home wanna throw
753,0,start getting ready work took lexi park earlier wish could lay around day
754,0,mistermagnus friend us logic must admit like it but mac
755,1,ton update including pic rob yesterday check www robsessedpattinson com
756,0,think gonna try go vegetarian again and soda majorly cutback beer too many carbs but yummyyy
757,0,hurt me bring joy see cry know love anything yet u break heart everyday
758,0,noufah aaaah swear took mistake somehow attached charger apparently needed break u huh
759,1,went church jessattack t wa different lol
760,0,ok twitter doesnt like must really dumb how send msg
761,0,lunch break s over going back work
762,0,well only one week left holiday sad sad
763,1,getting ready lay pool
764,0,love florida miss american friend
765,0,girl across hall say cat got landlord showing apt heartbreaking
766,1,ok guy turn laptop pack tweet u guy road bbl
767,0,pengen nonton friens mine comeback show di prost beer house kemang besok tapi ga bisaaaaaaaaaa
768,0,worst week thing really happen three
769,0,see tinyï¿½s thinking thought smile caught radio big daft grin face
770,1,watching snl awhh chris pine cutieee
771,1,donatoclassic
772,1,limheeian iphone awesome man time join apple cult
773,0,money phone
774,1,feel like warm thing
775,0,no keyboard cat is ha dead year play off keyboard cat
776,1,chriskalydo happy star war day
